	GeneID	Symbol	Aliases	description	other_designations	Pathway	OMIM	swissprot_id	protein_length
1015	8929	PHOX2B	CCHS, NBLST2, NBPhox, PMX2B	paired like homeobox 2B	paired mesoderm homeobox protein 2B|PHOX2B homeodomain protein|neuroblastoma Phox|neuroblastoma paired-type homeobox protein|paired like homeobox2B|paired mesoderm homeobox 2b	RNAP	603851	Q99453	314.0
1016	8943	AP3D1	ADTD, HPS10, hBLVR	adaptor related protein complex 3 subunit delta 1	AP-3 complex subunit delta-1|AP-3 complex delta subunit, partial CDS|adapter-related protein complex 3 subunit delta-1|adaptor related protein complex 3 delta 1 subunit|delta adaptin|subunit of putative vesicle coat adaptor complex AP-3	RNAP	607246	O14617	1153.0
1017	9001	HAP1	HAP2, HIP5, HLP, hHLP1	huntingtin associated protein 1	huntingtin-associated protein 1|HAP-1|epididymis secretory sperm binding protein|huntingtin-associated protein 2|neuroan 1	RNAP	600947	P54257	671.0
1018	9037	SEMA5A	SEMAF, semF	semaphorin 5A	semaphorin-5A|sema F|sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A|semaphorin F	RNAP	609297	Q13591	1074.0
1019	9092	SART1	Ara1, HAF, HOMS1259, SNRNP110, Snu66, SART1	spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP	U4/U6.U5 tri-snRNP-associated protein 1|IgE autoantigen|SART-1|SART1(259) protein|SART1(800) protein|SART1, U4/U6.U5 tri-snRNP-associated protein 1|SNU66 homolog|U4/U6.U5 tri-snRNP-associated 110 kDa protein|hSART-1|hSnu66|hypoxia associated factor|small nuclear ribonucleoprotein 110kDa (U4/U6.U5)|squamous cell carcinoma antigen recognised by T cells|squamous cell carcinoma antigen recognized by T-cells 1	RNAP	605941	O43290	800.0
1020	9093	DNAJA3	HCA57, TID1, hTID-1	DnaJ heat shock protein family (Hsp40) member A3	dnaJ homolog subfamily A member 3, mitochondrial|DnaJ (Hsp40) homolog, subfamily A, member 3|dnaJ protein Tid-1|hepatocellular carcinoma-associated antigen 57|tumorous imaginal discs protein Tid56 homolog	RNAP	608382	Q96EY1	480.0
1021	9148	NEURL1	NEUR1, NEURL, RNF67, bA416N2.1, neu, neu-1	neuralized E3 ubiquitin protein ligase 1	E3 ubiquitin-protein ligase NEURL1|RING finger protein 67|RING-type E3 ubiquitin transferase NEURL1|h-neuralized 1|neuralized homolog|neuralized-like protein 1A	RNAP	603804	O76050	574.0
1022	9173	IL1RL1	DER4, FIT-1, IL33R, ST2, ST2L, ST2V, T1	interleukin 1 receptor like 1	interleukin-1 receptor-like 1|growth stimulation-expressed|homolog of mouse growth stimulation-expressed|interleukin 1 receptor-related protein	RNAP	601203	Q01638	556.0
1023	9175	MAP3K13	LZK, MEKK13, MLK	mitogen-activated protein kinase kinase kinase 13	mitogen-activated protein kinase kinase kinase 13|leucine zipper-bearing kinase|mixed lineage kinase	RNAP	604915	O43283	966.0
1024	9181	ARHGEF2	GEF, GEF-H1, GEFH1, LFP40, Lfc, NEDMHM, P40	Rho/Rac guanine nucleotide exchange factor 2	rho guanine nucleotide exchange factor 2|Rho/Rac guanine nucleotide exchange factor (GEF) 2|guanine nucleotide exchange factor H1|microtubule-regulated Rho-GEF|proliferating cell nucleolar antigen p40	RNAP	607560	Q92974	986.0
1025	9188	DDX21	GUA, GURDB, II/Gu, RH, RH II/Gu, RH-II/GU, RH-II/GuA, gu-alpha	DExD-box helicase 21	nucleolar RNA helicase 2|DEAD (Asp-Glu-Ala-Asp) box helicase 21|DEAD box protein 21|DEAD-box helicase 21|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 21|Gu protein|RNA helicase II/Gu alpha|nucleolar RNA helicase Gu|nucleolar RNA helicase II	RNAP	606357	Q9NR30	783.0
1026	9231	DLG5	LP-DLG, P-DLG5, PDLG	discs large MAGUK scaffold protein 5	disks large homolog 5|discs large protein LP-DLG|discs large protein P-dlg|discs, large homolog 5|large type of P-DLG|placenta and prostate DLG	RNAP	604090	Q8TDM6	1919.0
1027	9241	NOG	SYM1, SYNS1, SYNS1A	noggin	noggin|symphalangism 1 (proximal)	RNAP	602991	Q13253	232.0
1028	9253	NUMBL	CAG3A, CTG3a, NBL, NUMB-RIKE, NUMBR, TNRC23, NUMBL	NUMB like endocytic adaptor protein	numb-like protein|numb homolog-like|numb-related protein	RNAP	604018	Q9Y6R0	609.0
1029	9261	MAPKAPK2	MAPKAP-K2, MK-2, MK2	MAPK activated protein kinase 2	MAP kinase-activated protein kinase 2|MAPKAP kinase 2|mitogen-activated protein kinase-activated protein kinase 2	RNAP	602006	P49137	400.0
1030	9274	BCL7C	SMARCJ3	BAF chromatin remodeling complex subunit BCL7C	B-cell CLL/lymphoma 7 protein family member C|B-cell CLL/lymphoma 7C|BCL tumor suppressor 7C|BCL7C, BAF complex component	RNAP	605847	Q8WUZ0	217.0
1031	9275	BCL7B	SMARCJ2	BAF chromatin remodeling complex subunit BCL7B	B-cell CLL/lymphoma 7 protein family member B|B-cell CLL/lymphoma 7B|BCL tumor suppressor 7B|BCL7B, BAF complex component	RNAP	605846	Q9BQE9	202.0
1032	9308	CD83	BL11, HB15	CD83 molecule	CD83 antigen|B-cell activation protein|CD83 antigen (activated B lymphocytes, immunoglobulin superfamily)|cell surface protein HB15|cell-surface glycoprotein|hCD83	RNAP	604534	Q01151	205.0
1033	9314	KLF4	EZF, GKLF	KLF transcription factor 4	Krueppel-like factor 4|Kruppel like factor 4|Kruppel-like factor 4 (gut)|endothelial Kruppel-like zinc finger protein|epithelial zinc finger protein EZF|gut Kruppel-like factor|gut-enriched krueppel-like factor	RNAP	602253	O43474	513.0
1034	9334	B4GALT5	B4Gal-T5, BETA4-GALT-IV, beta4Gal-T5, beta4GalT-V, gt-V	beta-1,4-galactosyltransferase 5	beta-1,4-galactosyltransferase 5|UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 5|UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5|UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 5|beta-1,4-GalT II|beta-1,4-GalT IV|beta-1,4-GalTase 5|beta-1.4-galactosyltransferase V|beta4-GalT IV|glucosylceramide beta-1,4-galactosyltransferase|lacCer synthase|lactosylceramide synthase	RNAP	604016	O43286	388.0
1035	9353	SLIT2	SLIL3, Slit-2	slit guidance ligand 2	slit homolog 2 protein	RNAP	603746	O94813	1529.0
1036	9365	KL	HFTC3A, KL	klotho	klotho|alpha-klotho	RNAP	604824	Q9UEF7	1012.0
1037	9370	ADIPOQ	ACDC, ACRP30, ADIPQTL1, ADPN, APM-1, APM1, GBP28	adiponectin, C1Q and collagen domain containing	adiponectin|30 kDa adipocyte complement-related protein|adipocyte complement-related 30 kDa protein|adipose most abundant gene transcript 1 protein|adipose specific collagen-like factor|gelatin-binding protein 28	RNAP	605441	Q15848	244.0
1038	9378	NRXN1	Hs.22998, PTHSL2, SCZD17	neurexin 1	neurexin-1|neurexin I	RNAP	600565	Q9ULB1	1477.0
1039	9388	LIPG	EDL, EL, PRO719	lipase G, endothelial type	endothelial lipase|endothelial cell-derived lipase|lipase, endothelial|lipoprotein lipase H|phospholipase A1	RNAP	603684	Q9Y5X9	500.0
1040	9398	CD101	EWI-101, IGSF2, V7	CD101 molecule	immunoglobulin superfamily member 2|cell surface glycoprotein V7|glu-Trp-Ile EWI motif-containing protein 101|leukocyte surface protein	RNAP	604516	Q93033	1021.0
1041	9423	NTN1	MRMV4, NET1L, NTN1	netrin 1	netrin-1|epididymis tissue protein Li 131P|netrin 1, mouse, homolog of	RNAP	601614	O95631	604.0
1042	9446	GSTO1	GSTO 1-1, GSTTLp28, HEL-S-21, P28, SPG-R	glutathione S-transferase omega 1	glutathione S-transferase omega-1|MMA(V) reductase|S-(Phenacyl)glutathione reductase|epididymis secretory protein Li 21|glutathione S-transferase omega 1-1|glutathione-S-transferase like|glutathione-dependent dehydroascorbate reductase|monomethylarsonic acid reductase	RNAP	605482	P78417	241.0
1043	9447	AIM2	PYHIN4	absent in melanoma 2	interferon-inducible protein AIM2	RNAP	604578	O14862	343.0
1044	9451	EIF2AK3	PEK, PERK, WRS	eukaryotic translation initiation factor 2 alpha kinase 3	eukaryotic translation initiation factor 2-alpha kinase 3|PKR-like ER kinase|PRKR-like endoplasmic reticulum kinase|pancreatic EIF2-alpha kinase|pancreatic eIF-2alpha kinase	RNAP	604032	Q9NZJ5	1116.0
1045	9464	HAND2	DHAND2, Hed, Thing2, bHLHa26, dHand	heart and neural crest derivatives expressed 2	heart- and neural crest derivatives-expressed protein 2|basic helix-loop-helix transcription factor HAND2|class A basic helix-loop-helix protein 26|deciduum, heart, autonomic nervous system and neural crest derivatives-expressed protein 2	RNAP	602407	P61296	217.0
1046	9466	IL27RA	CRL1, IL-27RA, IL27R, TCCR, WSX1, zcytor1	interleukin 27 receptor subunit alpha	interleukin-27 receptor subunit alpha|IL-27 receptor subunit alpha|IL-27R subunit alpha|IL-27R-alpha|T-cell cytokine receptor type 1|class I cytokine receptor|cytokine receptor WSX-1|cytokine receptor-like 1|interleukin 27 receptor, alpha|type I T-cell cytokine receptor	RNAP	605350	Q6UWB1	636.0
1047	9472	AKAP6	ADAP100, ADAP6, AKAP100, PRKA6, mAKAP	A-kinase anchoring protein 6	A-kinase anchor protein 6|A kinase (PRKA) anchor protein 6|A-kinase anchor protein 100 kDa|AKAP 100|AKAP-6|protein kinase A anchoring protein 6	RNAP	604691	Q13023	2319.0
1048	9474	ATG5	APG5, APG5-LIKE, APG5L, ASP, SCAR25, hAPG5	autophagy related 5	autophagy protein 5|APG5 autophagy 5-like|ATG5 autophagy related 5 homolog|apoptosis-specific protein	RNAP	604261	Q9H1Y0	275.0
1049	9475	ROCK2	ROCK-II	Rho associated coiled-coil containing protein kinase 2	rho-associated protein kinase 2|p164 ROCK-2|rho-associated, coiled-coil-containing protein kinase II	RNAP	604002	O75116	1388.0
1050	9500	MAGED1	DLXIN-1, NRAGE	MAGE family member D1	melanoma-associated antigen D1|MAGE tumor antigen CCF|MAGE-D1 antigen|melanoma antigen family D, 1|melanoma antigen family D1|neurotrophin receptor-interacting MAGE homolog	RNAP	300224	Q9Y5V3	778.0
1051	9555	MACROH2A1	H2A.y, H2A/y, H2AF12M, H2AFY.1, mH2A1, macroH2A1.2, MACROH2A1	macroH2A.1 histone	core histone macro-H2A.1|H2A histone family member Y|histone H2A.y|histone macroH2A1|histone macroH2A1.1|histone macroH2A1.2|medulloblastoma antigen MU-MB-50.205	RNAP	610054	O75367	369.0
1052	9580	SOX13	ICA12, Sox-13	SRY-box transcription factor 13	transcription factor SOX-13|SRY (sex determining region Y)-box 13|SRY-box 13|SRY-related HMG-box gene 13|islet cell antibody 12|islet cell antigen 12|type 1 diabetes autoantigen ICA12	RNAP	604748	Q9UN79	622.0
1053	9590	AKAP12	AKAP250, SSeCKS	A-kinase anchoring protein 12	A-kinase anchor protein 12|A kinase (PRKA) anchor protein 12|A-kinase anchor protein, 250kDa|AKAP 250|Src-Suppressed C Kinase Substrate|kinase scaffold protein gravin|myasthenia gravis autoantigen gravin	RNAP	604698	Q02952	1782.0
1054	9607	CARTPT	CART	CART prepropeptide	cocaine- and amphetamine-regulated transcript protein	RNAP	602606	Q16568	116.0
1055	9636	ISG15	G1P2, IFI15, IMD38, IP17, UCRP, hUCRP	ISG15 ubiquitin like modifier	ubiquitin-like protein ISG15|interferon, alpha-inducible protein (clone IFI-15K)|interferon-induced 17-kDa/15-kDa protein|interferon-stimulated protein, 15 kDa|ubiquitin cross-reactive protein	RNAP	147571	P05161	165.0
1056	9641	IKBKE	IKK-E, IKK-i, IKKE, IKKI	inhibitor of nuclear factor kappa B kinase subunit epsilon	inhibitor of nuclear factor kappa-B kinase subunit epsilon|I-kappa-B kinase epsilon|IKK-epsilon|IKK-related kinase epsilon|inducible I kappa-B kinase|inducible IkappaB kinase|inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon	RNAP	605048	Q14164	716.0
1057	9655	SOCS5	CIS6, CISH6, Cish5, SOCS-5	suppressor of cytokine signaling 5	suppressor of cytokine signaling 5|CIS-6|cytokine-inducible SH2 protein 6|cytokine-inducible SH2-containing protein 5	RNAP	607094	O75159	536.0
1058	9658	ZNF516	HsT287	zinc finger protein 516	zinc finger protein 516	RNAP	615114	Q92618	1163.0
1059	9699	RIMS2	CRSDS, OBOE, RAB3IP3, RIM2	regulating synaptic membrane exocytosis 2	regulating synaptic membrane exocytosis protein 2|RAB3 interacting protein 3|Rab3-interacting protein|non-small cell lung cancer RimL3a protein|non-small cell lung cancer RimL3c protein|nuclear protein|rab-3-interacting molecule 2|rab-3-interacting protein 3|rab3-interacting molecule 2	RNAP	606630	Q9UQ26	1411.0
1060	9746	CLSTN3	CDHR14, CSTN3, alcbeta	calsyntenin 3	calsyntenin-3|alc-beta|alcadein beta|cadherin-related family member 14	RNAP	611324	Q9BQT9	956.0
1061	9760	TOX	TOX1	thymocyte selection associated high mobility group box	thymocyte selection-associated high mobility group box protein TOX|thymus high mobility group box protein TOX	RNAP	606863	O94900	526.0
1062	9798	IST1	CHMP8, OLC1	IST1 factor associated with ESCRT-III	IST1 homolog|IST1, ESCRT-III associated factor|IST1, endosomal sorting complex required for transport-III component|charged multivesicular body protein 8|increased sodium tolerance 1 homolog|overexpressed in lung cancer 1|putative MAPK-activating protein PM28	RNAP	616434	P53990	364.0
1063	9820	CUL7	3M1, CUL-7, KIAA0076, dJ20C7.5	cullin 7	cullin-7	RNAP	609577	Q14999	1698.0
1064	9840	TESPA1	HSPC257, ITPRID3, KIAA0748	thymocyte expressed, positive selection associated 1	protein TESPA1|thymocyte-expressed positive selection-associated protein 1	RNAP	615664	A2RU30	521.0
1065	9842	PLEKHM1	AP162, B2, OPTA3, OPTB6	pleckstrin homology and RUN domain containing M1	pleckstrin homology domain-containing family M member 1|162 kDa adapter protein|PH domain-containing family M member 1|pleckstrin homology domain containing, family M (with RUN domain) member 1	RNAP	611466	Q9Y4G2	1056.0
1066	9846	GAB2		GRB2 associated binding protein 2	GRB2-associated-binding protein 2|Grb2-associated binder 2|growth factor receptor bound protein 2-associated protein 2|pp100	RNAP	606203	Q9UQC2	676.0
1067	9868	TOMM70	TOMM70A, Tom70	translocase of outer mitochondrial membrane 70	mitochondrial import receptor subunit TOM70|mitochondrial precursor proteins import receptor|translocase of outer membrane 70 kDa subunit|translocase of outer mitochondrial membrane 70 homolog A|translocase of outer mitochondrial membrane protein 70	RNAP	606081	O94826	608.0
1068	9904	RBM19	Mrd1	RNA binding motif protein 19	probable RNA-binding protein 19	RNAP	616444	Q9Y4C8	960.0
1069	9921	RNF10	RIE2	ring finger protein 10	E3 ubiquitin-protein ligase RNF10|epididymis secretory sperm binding protein	RNAP	615998	Q8N5U6	811.0
1070	9927	MFN2	CMT2A, CMT2A2, CMT2A2A, CMT2A2B, CPRP1, HMSN6A, HSG, MARF, MSL	mitofusin 2	mitofusin-2|hyperplasia suppressor|mitochondrial assembly regulatory factor|transmembrane GTPase MFN2	RNAP	608507	O95140	757.0
1071	9971	NR1H4	BAR, FXR, HRR-1, HRR1, PFIC5, RIP14	nuclear receptor subfamily 1 group H member 4	bile acid receptor|RXR-interacting protein 14|farnesoid X nuclear receptor|farnesoid X-activated receptor|farnesol receptor HRR-1|retinoid X receptor-interacting protein 14	RNAP	603826	Q96RI1	486.0
1072	9978	RBX1	BA554C12.1, RNF75, ROC1	ring-box 1	GG, TCR	NER		P62877	108.0
1073	10000	AKT3	MPPH, MPPH2, PKB-GAMMA, PKBG, PRKBG, RAC-PK-gamma, RAC-gamma, STK-2	AKT serine/threonine kinase 3	RAC-gamma serine/threonine-protein kinase|PKB gamma|RAC-gamma serine/threonine protein kinase|v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)	RNAP	611223	Q9Y243	479.0
1074	10010	TANK	I-TRAF, ITRAF, TRAF2	TRAF family member associated NFKB activator	TRAF family member-associated NF-kappa-B activator|TRAF-interacting protein	RNAP	603893	Q92844	425.0
1075	10013	HDAC6	CPBHM, HD6, JM21, PPP1R90	histone deacetylase 6	histone deacetylase 6|protein phosphatase 1, regulatory subunit 90|tubulin-lysine deacetylase HDAC6	RNAP	300272	Q9UBN7	1215.0
1076	10016	PDCD6	ALG-2, ALG2, PEF1B	programmed cell death 6	programmed cell death protein 6|apoptosis-linked gene 2 protein homolog|probable calcium-binding protein ALG-2	RNAP	601057	O75340	191.0
1077	10022	INSL5	PRO182, UNQ156	insulin like 5	insulin-like peptide INSL5|insulin-like peptide 5|prepro-INSL5	RNAP	606413	Q9Y5Q6	135.0
1078	10038	PARP2	ADPRT2, ADPRTL2, ADPRTL3, ARTD2, PARP-2, pADPRT-2	poly(ADP-ribose) polymerase 2	poly [ADP-ribose] polymerase 2|ADP-ribosyltransferase (NAD+; poly(ADP-ribose) polymerase)-like 2|ADP-ribosyltransferase diphtheria toxin-like 2|ADPRT-2|DNA ADP-ribosyltransferase PARP2|NAD(+) ADP-ribosyltransferase 2|hPARP-2|poly (ADP-ribose) polymerase family, member 2|poly (ADP-ribosyl) transferase-like 2|poly[ADP-ribose] synthase 2|poly[ADP-ribose] synthetase 2|protein poly-ADP-ribosyltransferase PARP2	RNAP	607725	Q9UGN5	583.0
1079	10084	PQBP1	MRX2, MRX55, MRXS3, MRXS8, NPW38, RENS1, SHS	polyglutamine binding protein 1	polyglutamine-binding protein 1|38 kDa nuclear protein containing a WW domain|polyglutamine tract-binding protein 1	RNAP	300463	O60828	265.0
1080	10125	RASGRP1	CALDAG-GEFI, CALDAG-GEFII, IMD64, RASGRP	RAS guanyl releasing protein 1	RAS guanyl-releasing protein 1|RAS guanyl nucleotide-releasing protein 1|RAS guanyl releasing protein 1 (calcium and DAG-regulated)|calcium and DAG-regulated guanine nucleotide exchange factor II|calcium- and diacylglycerol-regulated guanine nucleotide exchange factor II|guanine nucleotide exchange factor, calcium- and DAG-regulated, Rap1A|ras activator RasGRP	RNAP	603962	O95267	797.0
1081	10146	G3BP1	G3BP, HDH-VIII	G3BP stress granule assembly factor 1	ras GTPase-activating protein-binding protein 1|ATP-dependent DNA helicase VIII|DNA helicase VIII|G3BP-1|GAP SH3 domain-binding protein 1|GAP binding protein|GTPase activating protein (SH3 domain) binding protein 1|Ras-GTPase-activating protein SH3-domain-binding protein|RasGAP-associated endoribonuclease G3BP	RNAP	608431	Q13283	466.0
1082	10148	EBI3	IL-27B, IL27B, IL35B	Epstein-Barr virus induced 3	interleukin-27 subunit beta|EBV-induced gene 3 protein|Epstein-Barr virus induced gene 3|IL-27 subunit beta|IL27 subunit|IL35 subunit|cytokine receptor|epstein-Barr virus-induced gene 3 protein	RNAP	605816	Q14213	229.0
1083	10154	PLXNC1	CD232, PLXN-C1, VESPR	plexin C1	plexin-C1|plexin (semaphorin receptor)|receptor for viral semaphorin protein|receptor for virally-encoded semaphorin|virus-encoded semaphorin protein receptor	RNAP	604259	O60486	1568.0
1084	10159	ATP6AP2	APT6M8-9, ATP6IP2, ATP6M8-9, CDG2R, ELDF10, HT028, M8-9, MRXE, MRXSH, MSTP009, PRR, RENR, XMRE, XPDS	ATPase H+ transporting accessory protein 2	renin receptor|ATPase H(+)-transporting lysosomal-interacting protein 2|ATPase, H+ transporting, lysosomal (vacuolar proton pump) membrane sector associated protein M8-9|ATPase, H+ transporting, lysosomal accessory protein 2|ATPase, H+ transporting, lysosomal interacting protein 2|ER-localized type I transmembrane adapter|ER-localized type I transmembrane adaptor|N14F|V-ATPase M8.9 subunit|embryonic liver differentiation factor 10|prorenin receptor|renin/prorenin receptor|vacuolar ATP synthase membrane sector-associated protein M8-9|vacuolar proton ATP synthase membrane sector associated protein M8-9	RNAP	300556	O75787	350.0
1085	10162	LPCAT3	C3F, LPCAT, LPLAT 5, LPLAT12, LPSAT, MBOAT5, OACT5, nessy	lysophosphatidylcholine acyltransferase 3	lysophospholipid acyltransferase 5|1-acylglycerophosphocholine O-acyltransferase|1-acylglycerophosphoethanolamine O-acyltransferase|1-acylglycerophosphoserine O-acyltransferase|O-acyltransferase (membrane bound) domain containing 5|O-acyltransferase domain-containing protein 5|lyso-PC acyltransferase 3|lyso-PS acyltransferase|lysophosphatidylserine acyltransferase|lysophospholipid acyltransferase 12|membrane bound O-acyltransferase domain containing 5|membrane-bound O-acyltransferase domain-containing protein 5|putative protein similar to nessy	RNAP	611950	Q6P1A2	487.0
